time_ns,resetn,m_valid,m_write,m_addr,m_ready,m_rdata,nn_valid,nn_write,nn_addr,nn_ready,nn_rdata,axis_start,axis_busy,axis_done,in_tvalid,in_tready,in_tdata,in_tlast,out_tvalid,out_tready,out_tdata,out_tlast,weight0,weight1,weight2,weight3,weight4,input0,input1,result0,result1
3025000,1,0,0,00000008,0,00000000,0,0,000,0,00000000,0,1,0,1,1,facecafe0badf00d,1,0,0,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3035000,1,1,0,00014004,0,00000001,1,0,004,0,00000001,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3045000,1,1,0,00014004,1,00000001,1,0,004,1,00000001,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3055000,1,1,0,00014004,1,00000001,1,0,004,1,00000001,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3065000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3075000,1,1,1,00014010,0,55667788,1,1,010,0,55667788,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334455667788,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3085000,1,1,1,00014010,1,11223344,1,1,010,1,11223344,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334411223344,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3095000,1,1,1,00014010,1,11223344,1,1,010,1,11223344,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334411223344,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3105000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334411223344,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3115000,1,1,1,00014010,0,11223344,1,1,010,0,11223344,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,1122334411223344,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3125000,1,1,1,00014010,1,112233aa,1,1,010,1,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3135000,1,1,1,00014010,1,112233aa,1,1,010,1,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3145000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3155000,1,1,0,00014010,0,112233aa,1,0,010,0,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3165000,1,1,0,00014010,1,112233aa,1,0,010,1,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3175000,1,1,0,00014010,1,112233aa,1,0,010,1,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3185000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3195000,1,1,1,00014010,0,112233aa,1,1,010,0,112233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344112233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3205000,1,1,1,00014010,1,bb2233aa,1,1,010,1,bb2233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3215000,1,1,1,00014010,1,bb2233aa,1,1,010,1,bb2233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3225000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3235000,1,1,0,00014010,0,bb2233aa,1,0,010,0,bb2233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3245000,1,1,0,00014010,1,bb2233aa,1,0,010,1,bb2233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3255000,1,1,0,00014010,1,bb2233aa,1,0,010,1,bb2233aa,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3265000,1,0,0,00000008,0,00000000,0,0,000,1,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3275000,1,1,0,00020000,1,00000000,0,0,000,0,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3285000,1,0,0,00000008,0,00000000,0,0,000,0,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3295000,1,1,1,00020000,1,00000000,0,0,000,0,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
3305000,1,0,0,00000008,0,00000000,0,0,000,0,00000000,0,1,0,0,1,0000000000000000,0,0,1,0000000000000000,0,11223344bb2233aa,99aabbccddeeff00,0506070801020304,b1b2b3b4a1a2a3a4,9abcdef012345678,deadbeefcafebabe,facecafe0badf00d,0000000000000000,0000000000000000
